# 未使用数据(仅供参考，非批次文件)
# 这里是当前剩余、尚未进入任何批次的评论。
# 每次运行 01_sampling_data.py 后本文件会被刷新。

[ID:蜡笔小新，不吃青椒] [rating:1] 垃圾.垃圾游戏,外挂横行,恶意举报百分百封号,游戏环境恶劣,地域歧视严重,马化腾就养了这么一群大脑没进化完的废物做游戏

[ID:光明风味发酵乳] [rating:1] 辛辛苦苦几个月,不如去趟嘉年华.本来觉得线下活动挺好,但是太远去不了,有点小遗憾.但是……全部稀有妖灵在嘉年华超高概率高姿满资,差不多一两分钟就能出满资,稀有妖灵捕捉成功高云纹高碎片,一个下午轻轻松松就可以十几万云纹,满级满资稀有妖灵高调毕业.参加活动有福利正常,这样严重破坏游戏平衡,要干嘛.这个游戏以后只让广州地区的人玩.其他地方不说偏远地区,几个月的努力被一次活动踩在地上摩擦,这是感觉游戏快凉了,赶紧转一笔钱吗.

[ID:图咯哈楼下] [rating:1] 我不配玩这个游戏..请你改名叫一起来广州

[ID:无卐冥] [rating:1] chsm.辛辛苦苦陆军玩了两个月.还没人家一个小时得的高资多.玩你妈啊

[ID:三生路.] [rating:1] 辣鸡游戏.垃圾游戏ch司马全家司在广州游戏干脆改名一起来广州

[ID:居然吃肉] [rating:1] 至广州嘉年华.抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要几小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗,策划都sima

[ID:风一样的男人&] [rating:1] 最失败的游戏.这游戏就像耍朋友一样.一开始热情似火,到后来的凉透人心.给你们讲个笑话我相信爱情,呵呵.玩成广州人的游戏了,强烈要求下架退款.

[ID:小乐电子] [rating:1] 为什么不叫广州来捉妖..每次活动都是广州上海,上海广州.垃圾游戏.早晚得黄

[ID:天天有个哥哥] [rating:1] 太垃圾.抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗,策划s

[ID:1020365359] [rating:1] 兄弟想玩么..想玩的同鞋请等下次嘉年华活动2小时等于老玩家4个月成果.只要130.130海量云纹碎片高资满资宠.应有尽有.

[ID:老艺术家鬼鬼] [rating:1] 垃圾游戏,官方卖挂.我给你们充的钱就当喂狗了

[ID:风落尘0322] [rating:1] 地域歧视.你还在每天打神灵么.你还在每天找星移一次限定的伙伴.你还担心没超资妖么.不用怕,只要来广州,.广州嘉联华抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗

[ID:戒烟太难了] [rating:1] 这是我玩过最垃圾的游戏..画面垃圾,活动垃圾,玩法垃圾...不能零蛋,我觉得一星都是多的了...

[ID:TXCHdiss] [rating:1] 垃圾游戏.本来好好的一个游戏.被一群zz策划瞎搞,就问一句.为什么没有0星

[ID:SUNNY 515151] [rating:1] 欢迎大家玩广东来捉妖.不是广东人不配玩这个游戏得

[ID:啊啊啊啊啊啊快点快点看快点快点减肥亟待解决的监督局等你多久] [rating:1] 垃圾策划,改名一起来广州吧..垃圾策划,改名一起来广州吧.

[ID:莫露露啦咯啦咯] [rating:1] 赶快下架.开个私下嘉年华搞的跟私服一样,不是讲究游戏要公开性么你搞个私下嘉年华2天顶我们这些4个月的玩家,这还是公开性么.

[ID:京津冀大部分黄瓜咖啡碱] [rating:1] 负分滚粗.什么破游戏开服玩的到现在四个月比不上嘉年华四小时微社区各种删除评论各种禁言删帖子垃圾游戏

[ID:折洗] [rating:1] 无良游戏,请求下架.你还在每天打神灵么.你还在每天找星移一次限定的伙伴.你还担心没超资妖么.不用怕,只要来广州,不用一个月,不用一个星期,也不用一天,只要2小时全部毕业.广州欢迎您.论广州嘉联华抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗,策划***兄嘚想开啥呢想开点说不定你哪天辛辛苦苦赚的砖石买到的高资还特么是人家广州运来的呢

[ID:司马策划脑残团队] [rating:1] 地域歧视,赶紧下架.垃圾策划垃圾活动,辛苦几个月不如广州两日游

[ID:好好先生NInInI] [rating:1] 地域歧视游戏.地域歧视游戏,骗钱游戏,一颗星都不想给.

[ID:ch换人] [rating:1] 策划不行就换人.出的玩法没一个有意思的,越改越烂,策划不行快滚蛋,浪费感情.

[ID:我是你吉辰哥哥] [rating:1] 策划真棒.起于热爱,终于策划.4月到现在重来没间断过.每个游戏都有活动我能理解,但是哪个有这样破坏平衡的.玩了几个月辛辛苦苦培养的,不如人家一天.对不起,我是酸了.策划没有错,只是我不奉陪了46江苏泰州驭灵师2019年8月18日

[ID:Chnmslcnmb] [rating:1] 一款能劝退90%玩家的游戏.能把玩家都劝退也是这个策划很牛逼了

[ID:太寒心了] [rating:1] 确实太不公平了..辛辛苦苦捉妖两个月,不如去广州玩一天...唉...

[ID:qoqoridjjsnnBBC] [rating:1] 这个游戏不尊重玩家.这是个有地区歧视性的游戏,望慎入

[ID:妖艳的女高中生] [rating:1] 一起来广州捉妖..这个游戏最近修复了存在非广州玩家的bug呢

[ID:魁凰星] [rating:1] 我为这款游戏感到自卑.你辛辛苦苦几个月发现不如别人两个小时的.搞笑

[ID:honny yoyo] [rating:1] 腊鸡游戏毁我青春.你好打扰了,我要举报腾讯旗下的一款游戏「-起来捉妖」.如题所示,我认为他们涉嫌搞地域歧视,煽动民族分裂,在广州地区开设大量福利活动,在广州一小时抵过了其他地区玩家四个月辛苦的努力.目前由于该游戏运营商对不同地区的不公平对待,已经导致了其他地区与广州的骂战.该游戏对不同地区玩家的歧视行为,已经严重导致了各个地区玩家关系的恶化,破坏了中华民族团结一心的精神,该游戏运营商涉嫌煽动民族分裂,希望严查

[ID:抑郁34] [rating:1] 后悔入坑.你还在每天打神灵么.你还在每天找星移一次限定的伙伴.你还担心没超资妖么.不用怕,只要来广州,不用一个月,不用一个星期,也不用一天,只要2小时全部毕业.广州欢迎您.论广州嘉联华抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗,策划sima兄嘚想开啥呢想开点说不定你哪天辛辛苦苦赚的砖石买到的高资还特么是人家广州运来的呢

[ID:1257366164] [rating:1] 真的,没意思了.腾讯旗下手游《一起来捉妖》游戏,涉嫌欺诈消费者,游戏内提供APP购买,作为一个钟爱这款游戏的玩家来说,为了在游戏内获得更好的游戏体验,购买了游戏内的商品,目的只是想让自己变得更强,与游戏内其他玩家进行公平竞争,平时游戏时长达7小时之上,每天捉妖基本280上限,敲鼓400多,就是为了不落后于其他玩家.这样的日子持续了将近四个月之久,辛苦可想而知.但是近期游戏主办方第二次在广州举行线下嘉年华活动,购买门票进入嘉年华的玩家,捉妖无上限,云纹获取是平时正常玩家的几十倍,神灵BOSS随便抓取,并且获得的云纹和碎片是正常玩家的几倍,我们平时在APP内购买挑战券辛辛苦苦打了四个月,不及人家嘉年华活动一天的获取量,严重破坏游戏公平性以及未购买嘉年华票去参加活动的其他玩家,整整拉大了将近一个月的差距,让我们这些未购买嘉年华票的玩家难以接受.并且是第二次在广州举行类似活动,严重存在地域歧视,完全不顾及小城市玩家的感受,伤透了绝大部分玩家的心,特此申请退款

[ID:dog ch nmsl] [rating:5] 狗策划nmsl..好好的游戏,全让狗策划往死里作,弄一堆辣鸡活动破坏平衡,这游戏凉了,chnmsl,这游戏高分都是刷的

[ID:辣鸡游戏ch丝🐎] [rating:1] 辣鸡游戏.4个月的肝人家玩两下午一样,谁玩这游戏就是憨憨

[ID:讹索淋雨] [rating:1] 只想坑玩家的垃圾游戏.垃圾游戏,各种暗改,智障策划不解释.一点互动没有,不如自己下个单机的红宝石蓝宝石.垃圾垃圾垃圾.抓10只木偶都没出过满的,快10只没出满资质.还要到处跑,抓妖后面前几球必不中.抓妖两万八,满资只抓仨广州嘉年华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天白来万,顶我几月抓充钱全喂狗,策划都sima

[ID:olirun体互相] [rating:1] 垃圾游戏.官方卖挂,辛苦4个月,不如活动两小时.

[ID:我爱你张小双] [rating:5] 游戏很不错.游戏非常好.可惜被一群柠檬精破坏了

[ID:梦想是一打五] [rating:1] 最多一星.我是个空军捉了1w+灵石没有过满资质捉了三个满运气太差了本来可以靠着工作室继续走下去（去一次放假3天）结果捉妖五十天不如别人线上一小时捉了一万多不如别人一小时.一天40个满资.我一个快两个月就4个.没错我就是算而且二线三线农村有鼓么.神灵怎么打.这不就促进大家开飞机了吗.

[ID:孙天泺] [rating:1] 一起来广州.一天广州抵我们玩4个月nbnb

[ID:被伤透心的捉妖老玩家] [rating:1] 地域黑游戏.抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我四月抓充钱全喂狗,策划都sima

[ID:Doobee96] [rating:1] 垃圾.玩这么久,不如人家肝半天,策划想peach

[ID:飘渺逍遥乐] [rating:1] 垃圾游戏.浪费时间精力随便调整游戏赠送海量道具早点弃坑吧

[ID:摇死你们] [rating:1] 这个游戏到头了.4个月的游戏体验,还不如去个嘉年华,还tm的冲钱买票,人家嘉年华的就给个门票钱,策划真的要死了,是什么主导你的思想,tx最失败的游戏之一吧.

[ID:路人518] [rating:1] 嘉年华,呵呵..我等下次嘉年华活动,再玩.😊

[ID:冰云狂魔] [rating:1] 欺诈游戏.6元一张挑战卷,嘉年华里随便免费随便抓,地域歧视.商业欺诈.要求下架.退款.

[ID:和我具体时间] [rating:1] 一起去广州,买门票游戏.这游戏CH吃相难看,严重影响了玩家之间的公平性,只要有钱,这游戏能让你看到他们的底线有多低.

[ID:南宮閃] [rating:1] 格局太小,為了KPI.不擇手段的黑錢.團隊抄了寶可夢go的玩法.但是沒有抄到精髓.運營幾個月實在賺不到錢,TX內部KPI不合格,較勁腦汁拉贊助搞活動.終於搞來了廣州嘉年華大贊助,結果一場大雨讓團隊圈錢的嘴臉現了原形.

[ID:lu6u05006] [rating:1] 广州是大大.抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗

[ID:zhonyyu] [rating:1] 严重地域歧视.游戏存在严重地域歧视,活动只在广州开,严重影响游戏平衡性,公平性,游戏体验差到爆

[ID:葫蘆島鴨王] [rating:5] 满分是为了让你们看见.游戏里面搞嘉年华线下活动本身就有飞机这一说然后嘉年华线下活动奖励与平常游戏的所得严重不符也就是说搞地域活动你去不了就得于落下别人一大块没办法追的

[ID:这个名字吧挺不错] [rating:1] 退款咯垃圾游戏.退款理由：孩子乱按导致充值,渠道：苹果客服.百分百退款

[ID:亦禅老祖] [rating:1] 这个游戏没有公平性可言.25块钱月卡才充上就给我封号.每天领取的福利损失谁做赔偿.一次广州嘉年华活动1天顶3个月的努力,我玩了不到两个月冲了10多块钱,还不如一次活动来的快,游戏体验超差,为了赚钱随意打破游戏平衡,我想问问策划你都不看游戏是怎么运营的吗.你怎么不搞一次活动直接满级啊…最主要内部员工还赚外快,泄漏游戏资料,员工倒卖入场卷,说好的公平一次活动发放10的票怎么多出好几千人了,真行,再也不投钱,花钱不是被你耍的

[ID:Period huang] [rating:1] 游戏呵呵...本来嘛.这游戏开发的还可以.但是这个策划是那有问题吗.推进游戏加快死亡.弃游了.玩了四个月还不如人家在广州两小时.

[ID:时光slience] [rating:1] 策划厉害.活动真给力,居然有那么大优势,劝退那么多人

[ID:方雄] [rating:1] 地域歧视.地域歧视,暗改数据,内外勾结,

[ID:刘小强rpg] [rating:1] 垃圾游戏.游戏以来玩的最垃圾的游戏嘉年华一天比我肝了三个月的收获还大策划搞地域歧视.凭什么广州是人上人要不是必须评星我一颗也不给

[ID:捉妖策划是垃圾] [rating:1] 垃圾策划.广州人冲钱多.你策划这是搞地域歧视.

[ID:6姐姐6] [rating:1] 广州嘉年华半天打满号.出这种杀鸡取卵的活动策划有没有脑子,氪满了广州得罪了全国你还想着以后再来...以后你往哪捞金去.半天就打满的活动想出这种活动是急着自杀吗...我从不骂游戏我现在就骂你一个.恭喜你成功刷新了我的三观.

[ID:一世繁华hhh] [rating:1] 辣鸡游戏.一起去广州辣鸡游戏我六星了你们呢.

[ID:捉妖策划网吧蛋] [rating:1] 这游戏真好玩.你还在每天打神灵么.你还在每天找星移一次限定的伙伴.你还担心没超资妖么.不用怕,只要来广州,不用一个月,不用一个星期,也不用一天,只要2小时全部毕业.广州欢迎您.论广州嘉联华抓妖两万八,满资只抓仨广州嘉联华,遍地三十加灵力无限给,满资一球抓只要两小时,全部毕业拉抓妖无上限,云纹随便刷半天百来万,顶我半月抓充钱全喂狗,策划***兄嘚想开啥呢想开点说不定你哪天辛辛苦苦赚的砖石买到的高资还特么是人家广州运来的呢

[ID:三千烟焚散] [rating:1] 一起来广东.策划脑子有坑这个游戏叫一起广东,氪金都不如人家广东的

[ID:ovo喵呜嗷嗷] [rating:1] 官方策划的做法太sm.不在广州不配玩这款游戏,别玩.会气死你的.广州活动现场一下午顶我们玩好几个月

[ID:蓝色烈焰] [rating:1] 坚持一个中国原则.大家都是中国人,坚持一个中国原则,为什么游戏搞地域分裂地域歧视.为什么广州可以高人一等.广州不是中国吗.请游戏认清现实

[ID:hｕｓｕｎ] [rating:1] 辣鸡游戏.策划团队完全小白怕是自己都没玩过游戏吧.什么平衡不平衡的.要玩玩不玩滚的态度真是表现得淋漓尽致

[ID:47级巨肝巨氪玩家] [rating:1] 从来没发过评论.你是第一个,而且让我忍不住一直发的游戏.这种圈钱,欺骗,小作坊游戏干多少见不得人的事.赶紧下架.
